split,kelas,nama_file,path,ekstensi,ukuran_file_kb,width,height,aspect_ratio,mode,format,brightness,contrast,sharpness,corrupt,error,md5
train,biological,biological_137.jpg,..\data\split\train\biological\biological_137.jpg,.jpg,9.4208984375,300,168,1.7857142857142858,RGB,JPEG,54.252506613756616,54.39340484295876,2068.6636704443818,False,,c16439e2e291c78fc7ebca478ebd263c
train,biological,biological_138.jpg,..\data\split\train\biological\biological_138.jpg,.jpg,6.8037109375,259,195,1.3282051282051281,RGB,JPEG,176.4937332937333,82.73961275665937,2358.479650871216,False,,6c37d333e7878e8f92aa3140999c91b2
train,biological,biological_139.jpg,..\data\split\train\biological\biological_139.jpg,.jpg,8.294921875,300,168,1.7857142857142858,RGB,JPEG,130.78400132275132,59.758392002105,2142.9772574814183,False,,3086ad890e63305f1073e2152294d486
train,biological,biological_14.jpg,..\data\split\train\biological\biological_14.jpg,.jpg,10.896484375,225,225,1.0,RGB,JPEG,148.36076378600822,48.603372633837964,4312.237736862454,False,,2691ce7007a6d41517427981f10e77fb
train,biological,biological_140.jpg,..\data\split\train\biological\biological_140.jpg,.jpg,13.1845703125,300,168,1.7857142857142858,RGB,JPEG,102.61387566137566,70.66598978079077,4648.692040186445,False,,c00e5f3a5e81e749d53ec696e5685b37
train,biological,biological_142.jpg,..\data\split\train\biological\biological_142.jpg,.jpg,9.849609375,246,205,1.2,RGB,JPEG,120.9918566990548,65.33957628026616,3239.554069814193,False,,f92f095f8cb374ee6daeb8b479bd7f10
train,biological,biological_143.jpg,..\data\split\train\biological\biological_143.jpg,.jpg,11.55078125,225,225,1.0,RGB,JPEG,114.48443127572017,53.27938999995296,4716.280835589697,False,,4c8b1b8fa45b38d77db7d7bba145324c
train,biological,biological_144.jpg,..\data\split\train\biological\biological_144.jpg,.jpg,4.9794921875,275,183,1.5027322404371584,RGB,JPEG,227.61133962576585,66.59557303094174,1677.4797188369978,False,,81476d662fbe4cd78d71b1f8440d7840
train,biological,biological_145.jpg,..\data\split\train\biological\biological_145.jpg,.jpg,11.1474609375,281,179,1.5698324022346368,RGB,JPEG,161.74576698012552,78.33069991009226,5488.407941958805,False,,c997cd9bafe779193bbe1cd02b778a1b
train,biological,biological_147.jpg,..\data\split\train\biological\biological_147.jpg,.jpg,7.326171875,300,168,1.7857142857142858,RGB,JPEG,102.84780423280424,79.25122550381069,1125.2046120838845,False,,4b34ac32562678e629e1e0a9b690261b
train,biological,biological_148.jpg,..\data\split\train\biological\biological_148.jpg,.jpg,5.537109375,180,280,0.6428571428571429,RGB,JPEG,56.584940476190475,45.580205713010685,500.5364595553036,False,,b0e55e48ac14e28e46a6877f0784860b
train,biological,biological_149.jpg,..\data\split\train\biological\biological_149.jpg,.jpg,7.1044921875,259,194,1.3350515463917525,RGB,JPEG,117.3798444984012,84.6116831645503,1468.694914389036,False,,a7993d39bac5327846724ae0fbca77ad
train,biological,biological_15.jpg,..\data\split\train\biological\biological_15.jpg,.jpg,11.0,282,159,1.7735849056603774,RGB,JPEG,125.88024294868936,71.97724649235128,3645.782458193893,False,,6b21d0d0bc0d2066e05b4008bc83ea08
train,biological,biological_150.jpg,..\data\split\train\biological\biological_150.jpg,.jpg,7.1845703125,275,183,1.5027322404371584,RGB,JPEG,134.4934459347574,64.69787987233568,1284.6697493637605,False,,b00b9b2c8bfc8f0ef911b2b34fc28e58
train,biological,biological_152.jpg,..\data\split\train\biological\biological_152.jpg,.jpg,10.146484375,276,183,1.5081967213114753,RGB,JPEG,92.23406853039782,61.98266748391084,2857.5637741262326,False,,fb741ae9304f46105dcf33a6074ef391
train,biological,biological_153.jpg,..\data\split\train\biological\biological_153.jpg,.jpg,9.1962890625,288,175,1.6457142857142857,RGB,JPEG,71.19117063492064,65.11589998841735,1406.6260345663266,False,,ae2b5bd87cea666b6a53f10129536955
train,biological,biological_154.jpg,..\data\split\train\biological\biological_154.jpg,.jpg,5.154296875,300,168,1.7857142857142858,RGB,JPEG,193.08373677248676,47.85598896639662,1269.9151473922902,False,,8ad58f8059ffa64ddc4ae1e04c388189
train,biological,biological_156.jpg,..\data\split\train\biological\biological_156.jpg,.jpg,8.2275390625,299,168,1.7797619047619047,RGB,JPEG,132.95885756755322,60.86522773350811,2733.5778770499146,False,,7fa9e27dc5a7261b22d781ff2945058f
train,biological,biological_158.jpg,..\data\split\train\biological\biological_158.jpg,.jpg,6.4404296875,275,183,1.5027322404371584,RGB,JPEG,162.1544229177016,79.2033830629599,2624.721526133387,False,,a3c6812968ad42211c210a0529e19423
train,biological,biological_159.jpg,..\data\split\train\biological\biological_159.jpg,.jpg,8.1416015625,275,183,1.5027322404371584,RGB,JPEG,179.5984699453552,72.27853640339599,2310.753701937308,False,,5767afca7ba0137e1d1da6b639915d8b
train,biological,biological_16.jpg,..\data\split\train\biological\biological_16.jpg,.jpg,12.5859375,259,194,1.3350515463917525,RGB,JPEG,122.19294404861415,71.46083654048556,4305.991798481075,False,,cade7fb5337e217f7b7dd907a291162e
train,biological,biological_160.jpg,..\data\split\train\biological\biological_160.jpg,.jpg,9.74609375,191,264,0.7234848484848485,RGB,JPEG,96.64906261568565,61.39367672768224,2608.2536896808856,False,,28db311599d96f985f8ed8724eb71d08
train,biological,biological_161.jpg,..\data\split\train\biological\biological_161.jpg,.jpg,6.0791015625,259,194,1.3350515463917525,RGB,JPEG,87.23406174952567,61.76867831155906,860.4324307799329,False,,5627615d7b35f81a3113e72f9cd4a335
train,biological,biological_162.jpg,..\data\split\train\biological\biological_162.jpg,.jpg,9.9443359375,260,194,1.3402061855670102,RGB,JPEG,186.30555114988104,79.37395083872818,2521.6849434221513,False,,233c375cdd1e75035ced6d732e72476d
train,biological,biological_164.jpg,..\data\split\train\biological\biological_164.jpg,.jpg,10.7392578125,260,194,1.3402061855670102,RGB,JPEG,105.99139571768438,65.81723059323765,2968.2899909468365,False,,aa8735a2ae58fa0b1092b376e2e92068
train,biological,biological_165.jpg,..\data\split\train\biological\biological_165.jpg,.jpg,6.087890625,275,183,1.5027322404371584,RGB,JPEG,26.396847160125848,46.36570722441237,2204.0963095018005,False,,d819d54ffc93e4c2b1a3468d7c437564
train,biological,biological_166.jpg,..\data\split\train\biological\biological_166.jpg,.jpg,9.4375,260,194,1.3402061855670102,RGB,JPEG,125.6453013481364,64.0674695197896,3445.404533679749,False,,641f6f28bcaebdefbe5b409eab4daeb0
train,biological,biological_167.jpg,..\data\split\train\biological\biological_167.jpg,.jpg,6.1767578125,290,174,1.6666666666666667,RGB,JPEG,146.67134363852557,85.3503193669699,1735.2089620811562,False,,b19c9b6bf2df4071f0ebbce3d1cbd350
train,biological,biological_168.jpg,..\data\split\train\biological\biological_168.jpg,.jpg,7.3154296875,337,150,2.2466666666666666,RGB,JPEG,135.8155951203429,79.98321824137578,3077.6956151848945,False,,19ece7f4938ead80baa29def7dd6e54e
train,biological,biological_169.jpg,..\data\split\train\biological\biological_169.jpg,.jpg,2.7255859375,275,183,1.5027322404371584,RGB,JPEG,237.04466302367942,49.01874940529076,1671.5634799421248,False,,528fae3f1c24126516393b98460cf7ee
train,biological,biological_17.jpg,..\data\split\train\biological\biological_17.jpg,.jpg,13.5205078125,438,115,3.8086956521739133,RGB,JPEG,80.88666534312752,59.2495688516833,5049.998437486364,False,,82490eae49de7440fb439ad21d8ba4b9
train,biological,biological_170.jpg,..\data\split\train\biological\biological_170.jpg,.jpg,7.5185546875,259,194,1.3350515463917525,RGB,JPEG,108.77837041754567,51.37696194092054,1474.5474891531915,False,,0fa185bdc369ceab9263f2041287b6ea
train,biological,biological_172.jpg,..\data\split\train\biological\biological_172.jpg,.jpg,5.462890625,275,183,1.5027322404371584,RGB,JPEG,198.42165259148865,40.90610600281841,1614.48941583394,False,,96bf20387737f014d8948416ee8f8afc
train,biological,biological_173.jpg,..\data\split\train\biological\biological_173.jpg,.jpg,5.9736328125,275,183,1.5027322404371584,RGB,JPEG,70.15102500413975,40.07384799906003,963.4835008707681,False,,fd82d8b1882acc4e153c9292a62703f4
train,biological,biological_174.jpg,..\data\split\train\biological\biological_174.jpg,.jpg,17.416015625,275,183,1.5027322404371584,RGB,JPEG,119.79573439311145,71.97095335293639,4194.295072372352,False,,5ef36f29a5729c4406c6d450fa82e0ad
train,biological,biological_175.jpg,..\data\split\train\biological\biological_175.jpg,.jpg,4.2548828125,275,183,1.5027322404371584,RGB,JPEG,201.05800298062593,74.657917620795,1709.5085961218297,False,,77b95f7aa148c9bfc9a55f189bed48ea
train,biological,biological_177.jpg,..\data\split\train\biological\biological_177.jpg,.jpg,14.4345703125,275,183,1.5027322404371584,RGB,JPEG,88.09477728100678,57.25961947770423,5558.707550950022,False,,25bf58e2320e8a70cc45acc7a973e460
train,biological,biological_179.jpg,..\data\split\train\biological\biological_179.jpg,.jpg,11.240234375,275,183,1.5027322404371584,RGB,JPEG,143.63670144063587,75.83251826149888,3919.9205952115026,False,,51a08bc6cf553d556b5ee89558c0f9e7
train,biological,biological_18.jpg,..\data\split\train\biological\biological_18.jpg,.jpg,11.57421875,275,183,1.5027322404371584,RGB,JPEG,116.39232323232324,74.16961417040869,3739.800127225098,False,,c7ad29e9d7bbc878467e0870f53aba12
train,biological,biological_180.jpg,..\data\split\train\biological\biological_180.jpg,.jpg,102.0673828125,800,600,1.3333333333333333,RGB,JPEG,89.01788125,60.747417792490104,2418.681742926523,False,,ca7df9e1f8f610c3d71b0e5d68523e62
train,biological,biological_182.jpg,..\data\split\train\biological\biological_182.jpg,.jpg,4.7197265625,275,183,1.5027322404371584,RGB,JPEG,122.902579897334,53.89186692857645,627.6140490029908,False,,25dfa5e1ef311e0da91c0051a00652b5
train,biological,biological_183.jpg,..\data\split\train\biological\biological_183.jpg,.jpg,8.265625,299,169,1.7692307692307692,RGB,JPEG,120.77621657992124,76.56946569961858,1728.7730566527646,False,,734991ea100dfa8306bd4cd72e916dc8
train,biological,biological_184.jpg,..\data\split\train\biological\biological_184.jpg,.jpg,6.7822265625,200,150,1.3333333333333333,RGB,JPEG,115.05284444444445,66.87261843500357,2358.5308759988893,False,,0cef8113397f98be40f0873e72a97e16
train,biological,biological_19.jpg,..\data\split\train\biological\biological_19.jpg,.jpg,4.0302734375,299,168,1.7797619047619047,RGB,JPEG,220.14340792058184,64.46175654056427,2112.683302715962,False,,c1f236cf4bf70e17f7fbac36298f769e
train,biological,biological_190.jpg,..\data\split\train\biological\biological_190.jpg,.jpg,7.1904296875,299,168,1.7797619047619047,RGB,JPEG,123.65028932420236,65.18952304385343,1508.6173469478908,False,,4ef57915cd8fbd3e4c1bb97d8cbde643
train,biological,biological_192.jpg,..\data\split\train\biological\biological_192.jpg,.jpg,13.453125,259,194,1.3350515463917525,RGB,JPEG,95.87060329843835,68.07165935110383,4779.150263130665,False,,a6913d6ac7e9cc94d24f4c1be0474e04
train,biological,biological_193.jpg,..\data\split\train\biological\biological_193.jpg,.jpg,7.0107421875,288,175,1.6457142857142857,RGB,JPEG,175.8137103174603,88.32876971509165,2870.012329333192,False,,399c2c264b0a3fe39c094015fdacf8d6
train,biological,biological_196.jpg,..\data\split\train\biological\biological_196.jpg,.jpg,7.0361328125,299,168,1.7797619047619047,RGB,JPEG,108.72104767213463,55.59693464918684,1219.766295549266,False,,436badae12a147795a5fbf4dfa8bba49
train,biological,biological_197.jpg,..\data\split\train\biological\biological_197.jpg,.jpg,12.4111328125,275,183,1.5027322404371584,RGB,JPEG,117.58353369763206,54.06589567166242,4706.462357121236,False,,dfb2e9318b9a71be286fa286bb6a08a5
train,biological,biological_198.jpg,..\data\split\train\biological\biological_198.jpg,.jpg,9.283203125,299,168,1.7797619047619047,RGB,JPEG,78.07508493921537,58.59993054146767,2893.5942402154465,False,,e1fc6f67a5a902e9b219f2f6266b4298
train,biological,biological_199.jpg,..\data\split\train\biological\biological_199.jpg,.jpg,7.38671875,275,183,1.5027322404371584,RGB,JPEG,205.05538665341945,69.86912321559318,3472.666620210953,False,,68180d61260fbd491c94544803ce0c1c
train,biological,biological_2.jpg,..\data\split\train\biological\biological_2.jpg,.jpg,11.732421875,259,194,1.3350515463917525,RGB,JPEG,132.70765168703312,55.415936420230715,4700.104147583936,False,,ee7948a1d777201f32bc27eb82a9513b
train,biological,biological_200.jpg,..\data\split\train\biological\biological_200.jpg,.jpg,6.0234375,275,183,1.5027322404371584,RGB,JPEG,213.09262460672298,65.76895026223083,3435.3173642358943,False,,5d5694834f2368cd38155ebe5175a881
train,biological,biological_201.jpg,..\data\split\train\biological\biological_201.jpg,.jpg,12.1357421875,276,183,1.5081967213114753,RGB,JPEG,97.43028167155038,74.2430213349359,3818.5978478128436,False,,91cf14de5397e4d79a832aae1fe4c8f1
train,biological,biological_202.jpg,..\data\split\train\biological\biological_202.jpg,.jpg,7.5654296875,250,202,1.2376237623762376,RGB,JPEG,126.81548514851485,70.48800183800408,2458.220719215371,False,,6d6e64c3bb23fe30bc4ebb6804ba5560
train,biological,biological_203.jpg,..\data\split\train\biological\biological_203.jpg,.jpg,10.8583984375,275,183,1.5027322404371584,RGB,JPEG,97.94887232985593,65.97540035145762,3141.055667303116,False,,31c38cf2d9d9a9d851808df33cbda0fd
train,biological,biological_204.jpg,..\data\split\train\biological\biological_204.jpg,.jpg,10.2490234375,168,299,0.5618729096989966,RGB,JPEG,95.82596087487391,69.70616898951435,3276.9914149120495,False,,3db798fa9d50f073d75dd3c58f5711ec
train,biological,biological_205.jpg,..\data\split\train\biological\biological_205.jpg,.jpg,8.6865234375,264,191,1.382198952879581,RGB,JPEG,184.65850256491618,70.33601187516058,5139.7843323788,False,,fdfce9e682bf78101871d2fe7a02f7fd
train,biological,biological_206.jpg,..\data\split\train\biological\biological_206.jpg,.jpg,6.5068359375,289,174,1.660919540229885,RGB,JPEG,192.95678054859536,78.64897544493554,3059.3328209292013,False,,228130090b46b31109265f252b388d6a
train,biological,biological_207.jpg,..\data\split\train\biological\biological_207.jpg,.jpg,8.076171875,259,194,1.3350515463917525,RGB,JPEG,141.34615690801257,66.24494141134619,2014.8744169851784,False,,d8e880d3ab7ffbdb6f91f7f0cc46648a
train,biological,biological_210.jpg,..\data\split\train\biological\biological_210.jpg,.jpg,6.734375,275,183,1.5027322404371584,RGB,JPEG,78.60447093889717,52.954424128878074,1094.1484679534344,False,,ffb57551802914536afb3f29f7b975f1
train,biological,biological_211.jpg,..\data\split\train\biological\biological_211.jpg,.jpg,10.416015625,275,183,1.5027322404371584,RGB,JPEG,102.37706905116741,59.849369246956314,3083.940475276328,False,,03dc69c4c37009c45f638335f5a34d16
train,biological,biological_212.jpg,..\data\split\train\biological\biological_212.jpg,.jpg,6.6904296875,271,186,1.456989247311828,RGB,JPEG,127.11949635625389,64.61514570278582,1241.4836059345557,False,,2d4670abc2411304a1e2ce3d0a99959a
train,biological,biological_213.jpg,..\data\split\train\biological\biological_213.jpg,.jpg,6.923828125,183,275,0.6654545454545454,RGB,JPEG,188.23605895015731,53.86118395999985,2071.527450379883,False,,b2723c5af3336542a044c19491a95c1d
train,biological,biological_217.jpg,..\data\split\train\biological\biological_217.jpg,.jpg,10.0625,234,216,1.0833333333333333,RGB,JPEG,168.792596549541,64.4772888624347,1190.374761802964,False,,69062347746a445cdec16bb913582997
train,biological,biological_218.jpg,..\data\split\train\biological\biological_218.jpg,.jpg,4.94921875,311,162,1.9197530864197532,RGB,JPEG,173.6196789858812,56.40618042302234,1609.2650988211012,False,,5c0d5fb14134ba533332b1d048fff599
train,biological,biological_219.jpg,..\data\split\train\biological\biological_219.jpg,.jpg,8.748046875,218,232,0.9396551724137931,RGB,JPEG,148.9720354845513,57.90838897721576,2413.7288464334706,False,,029d2eb62fd8674ed01b33631573c684
train,biological,biological_220.jpg,..\data\split\train\biological\biological_220.jpg,.jpg,5.953125,259,194,1.3350515463917525,RGB,JPEG,149.21626928843423,67.07877304670136,831.1330602819156,False,,86ebc3ade3f4b6a5b7c705a7dfdb83a0
train,biological,biological_221.jpg,..\data\split\train\biological\biological_221.jpg,.jpg,5.537109375,275,183,1.5027322404371584,RGB,JPEG,101.39841033283656,78.56887805126578,1028.1944155146539,False,,0069b4c71a4ddccd8b1f12f1320a1ff3
train,biological,biological_222.jpg,..\data\split\train\biological\biological_222.jpg,.jpg,3.662109375,260,194,1.3402061855670102,RGB,JPEG,60.11708300290775,35.79512707607739,655.8187324262586,False,,dd33320c327500a8b4aea5c7ab1c3abf
train,biological,biological_224.jpg,..\data\split\train\biological\biological_224.jpg,.jpg,12.5986328125,183,275,0.6654545454545454,RGB,JPEG,145.6634807087266,73.8913515580674,4702.016197221389,False,,d338a6158510411e597eeec374966f1d
train,biological,biological_225.jpg,..\data\split\train\biological\biological_225.jpg,.jpg,8.9189453125,290,174,1.6666666666666667,RGB,JPEG,137.21864182851104,69.6812701665788,2648.8818424203237,False,,6de6eae014d97b4dbf26e0ed0143589b
train,biological,biological_226.jpg,..\data\split\train\biological\biological_226.jpg,.jpg,4.15625,275,183,1.5027322404371584,RGB,JPEG,200.1761616161616,61.80552038528131,1460.2790723581368,False,,fdef384d450a17f6a4be4178ca3d1fe6
train,biological,biological_227.jpg,..\data\split\train\biological\biological_227.jpg,.jpg,6.712890625,275,183,1.5027322404371584,RGB,JPEG,63.01201523431032,46.16884942710312,1568.4079174008787,False,,4818d7350160186da0b27129cd6881c3
train,biological,biological_229.jpg,..\data\split\train\biological\biological_229.jpg,.jpg,11.787109375,312,161,1.937888198757764,RGB,JPEG,121.49088230609969,76.80723736216909,3811.7045738792067,False,,72844c20b374c94c92cab18c64233cdb
train,biological,biological_23.jpg,..\data\split\train\biological\biological_23.jpg,.jpg,5.2216796875,300,168,1.7857142857142858,RGB,JPEG,120.90820105820106,51.79545608802942,1332.3655331313776,False,,4982060d2fa22349afe5daa995d9de13
train,biological,biological_230.jpg,..\data\split\train\biological\biological_230.jpg,.jpg,4.7314453125,286,176,1.625,RGB,JPEG,223.00322499470226,58.795737778530544,1249.4028308533345,False,,fcca91cb2ef83ada5b2d060c2e49e6df
train,biological,biological_232.jpg,..\data\split\train\biological\biological_232.jpg,.jpg,5.59765625,224,224,1.0,RGB,JPEG,200.7644956420068,68.21235921585952,1549.9058994974807,False,,37ea463722ff9f042d78677c6739613b
train,biological,biological_233.jpg,..\data\split\train\biological\biological_233.jpg,.jpg,18.056640625,183,275,0.6654545454545454,RGB,JPEG,104.21212121212122,72.56700694683913,7590.278020323831,False,,d95a1dc3cf98021b04142cd96cd725eb
train,biological,biological_234.jpg,..\data\split\train\biological\biological_234.jpg,.jpg,10.5048828125,259,194,1.3350515463917525,RGB,JPEG,111.58334991840147,77.11610131041,3042.5847826587546,False,,6f30531734ce6d0e15c1a20ea2ff6f93
train,biological,biological_235.jpg,..\data\split\train\biological\biological_235.jpg,.jpg,5.8115234375,275,183,1.5027322404371584,RGB,JPEG,176.92953800298062,59.63001888044786,1631.8229743590653,False,,3121540c5c257551623865c6378bce6a
train,biological,biological_236.jpg,..\data\split\train\biological\biological_236.jpg,.jpg,10.6357421875,259,194,1.3350515463917525,RGB,JPEG,160.46468043890724,85.13498099281459,4152.43522598228,False,,b1b90e5ded926682f5c5a28e34762fa5
train,biological,biological_237.jpg,..\data\split\train\biological\biological_237.jpg,.jpg,3.783203125,275,183,1.5027322404371584,RGB,JPEG,224.56558370591156,62.676744091107146,2018.5689619898876,False,,9e9c8260cd8ded50a6312dc304296351
train,biological,biological_238.jpg,..\data\split\train\biological\biological_238.jpg,.jpg,10.5927734375,225,225,1.0,RGB,JPEG,189.55525925925926,54.78568501184169,5561.791204321878,False,,3df6504b9c6bfde527fb05a5c0cc917c
train,biological,biological_239.jpg,..\data\split\train\biological\biological_239.jpg,.jpg,8.509765625,275,183,1.5027322404371584,RGB,JPEG,40.35998675277364,52.860804887550216,2536.876405502732,False,,8bd630c9549078f244ef0740c1c2ae7f
train,biological,biological_240.jpg,..\data\split\train\biological\biological_240.jpg,.jpg,15.9130859375,224,224,1.0,RGB,JPEG,103.09989503613946,82.07706073763832,8054.206787617789,False,,d99bce595a845b2b0d4e38a211ee1d72
train,biological,biological_241.jpg,..\data\split\train\biological\biological_241.jpg,.jpg,9.779296875,275,183,1.5027322404371584,RGB,JPEG,115.12746481205498,65.53867358414506,3509.8206145048734,False,,736a451c516982ad3ada99bfad1fe5e1
train,biological,biological_245.jpg,..\data\split\train\biological\biological_245.jpg,.jpg,6.1611328125,277,182,1.521978021978022,RGB,JPEG,143.93399320294628,48.22139071142887,1036.998917780156,False,,7cdad5556bbf7f0bee5536be57040cd5
