split,kelas,nama_file,path,ekstensi,ukuran_file_kb,width,height,aspect_ratio,mode,format,brightness,contrast,sharpness,corrupt,error,md5,mean_R,mean_G,mean_B
train,biological,biological_113.jpg,..\data\split\train\biological\biological_113.jpg,.jpg,7.28515625,294,171,1.719298245614035,RGB,JPEG,108.93866942488496,58.17131614065917,1630.2244635424454,False,,d4927a14d694e00ba12bb6924597135a,145.72132712734216,100.44209730675897,80.65258384055376
train,biological,biological_114.jpg,..\data\split\train\biological\biological_114.jpg,.jpg,5.23828125,274,184,1.4891304347826086,RGB,JPEG,163.4777121019782,37.491144169907386,807.413577797797,False,,4d05d02ef9e5f37dfcdd3d705d80682a,177.3269596953348,158.8676015550619,154.23857505553792
train,biological,biological_115.jpg,..\data\split\train\biological\biological_115.jpg,.jpg,5.2568359375,225,225,1.0,RGB,JPEG,90.11920329218107,50.211594676507225,615.605143514074,False,,d75db3f5a73dfa04d04054ce344f2b2b,133.74208395061729,90.89507160493827,45.720454320987656
train,biological,biological_116.jpg,..\data\split\train\biological\biological_116.jpg,.jpg,10.8505859375,259,194,1.3350515463917525,RGB,JPEG,113.23613156602848,56.96470134856248,3719.2024018000684,False,,b405e329f9c5196d158dc13f739a8551,126.71739043903992,112.83582772758031,100.15517653146519
train,biological,biological_119.jpg,..\data\split\train\biological\biological_119.jpg,.jpg,8.771484375,275,183,1.5027322404371584,RGB,JPEG,154.79034277198213,62.69265237513763,2270.57145848991,False,,fff3418b26be83655929c521f36b1a86,177.89053154495778,153.9130253353204,132.56747143566815
train,biological,biological_12.jpg,..\data\split\train\biological\biological_12.jpg,.jpg,9.580078125,300,168,1.7857142857142858,RGB,JPEG,80.22338624338624,53.20523162866919,2309.4687062925173,False,,b147c2b7778f537e47323221d5b66833,96.87882936507937,79.86621031746031,63.92511904761905
train,biological,biological_120.jpg,..\data\split\train\biological\biological_120.jpg,.jpg,13.3857421875,299,168,1.7797619047619047,RGB,JPEG,111.54801720019111,68.51320589093501,5373.575725755841,False,,505620daf305b59c32b2d6171c5dddf9,138.00951584647237,115.06141503424112,81.57312071985984
train,biological,biological_121.jpg,..\data\split\train\biological\biological_121.jpg,.jpg,4.806640625,302,167,1.8083832335329342,RGB,JPEG,127.07403735575207,52.374668479706685,492.2291659558926,False,,d1535692a2d4f10beef7e737c9ff14c2,138.0822857596066,129.04362136653845,114.09620494111115
train,biological,biological_122.jpg,..\data\split\train\biological\biological_122.jpg,.jpg,6.3037109375,275,183,1.5027322404371584,RGB,JPEG,150.92940553071702,74.30722134217024,1577.3173207589318,False,,51b35b6f512fc6e5f25c13d2277ea964,198.61796323894686,147.9198609041232,106.25039244908098
train,biological,biological_124.jpg,..\data\split\train\biological\biological_124.jpg,.jpg,12.13671875,300,168,1.7857142857142858,RGB,JPEG,147.62296957671958,74.78391064381171,4522.964758276644,False,,dc2caa4eeb922df65530442e54e65244,207.12531746031746,148.02257936507937,87.72101190476191
train,biological,biological_125.jpg,..\data\split\train\biological\biological_125.jpg,.jpg,7.837890625,225,225,1.0,RGB,JPEG,162.25611851851852,86.07210565105112,4145.701665731443,False,,d4f4659949da4245571057a8f74a21b9,171.16697283950617,158.4907851851852,157.1105975308642
train,biological,biological_126.jpg,..\data\split\train\biological\biological_126.jpg,.jpg,16.1640625,275,183,1.5027322404371584,RGB,JPEG,89.29770491803279,68.605093251411,7069.310591295083,False,,8f68e4365ee3affad99d6decbdd72672,129.26092399403873,80.00882265275708,58.62336810730253
train,biological,biological_127.jpg,..\data\split\train\biological\biological_127.jpg,.jpg,7.8251953125,259,194,1.3350515463917525,RGB,JPEG,105.69696426912921,90.56956941547276,2437.1944817918643,False,,3d587c0e87badc15cc97439ddb38ce38,148.8599490506707,103.50079608327032,64.73014767344664
train,biological,biological_129.jpg,..\data\split\train\biological\biological_129.jpg,.jpg,10.3984375,276,183,1.5081967213114753,RGB,JPEG,116.80502098677437,87.23711952470049,3576.324774573613,False,,91c980c899fbb541ba428e4336eae814,133.29597291518175,130.08883741189516,87.03025263324622
train,biological,biological_131.jpg,..\data\split\train\biological\biological_131.jpg,.jpg,5.94921875,194,259,0.749034749034749,RGB,JPEG,115.64770661677878,55.22156732934606,941.1175138653771,False,,95efad59434dd714cedc696e09ca8dd3,136.54368506945826,113.31224376069737,97.08719102018071
train,biological,biological_132.jpg,..\data\split\train\biological\biological_132.jpg,.jpg,8.193359375,338,149,2.2684563758389262,RGB,JPEG,92.80425055928411,69.28823967454481,1710.3680881291928,False,,07373726b6a28f247b75558e7ad091de,121.37353560223978,90.40073865215837,66.63847742345419
train,biological,biological_133.jpg,..\data\split\train\biological\biological_133.jpg,.jpg,5.4150390625,225,225,1.0,RGB,JPEG,104.17733004115226,61.4691141232208,1179.862257447682,False,,84bb3bd3210f2344da03686206002b1a,126.68106666666667,104.51725432098766,81.33366913580247
train,biological,biological_134.jpg,..\data\split\train\biological\biological_134.jpg,.jpg,6.6796875,284,177,1.6045197740112995,RGB,JPEG,112.98659186758972,58.70051942418106,1741.907189945381,False,,8266ce9d9b12057323332bee2ce0b034,139.7053592742898,114.66410042173948,84.59031590673987
train,biological,biological_136.jpg,..\data\split\train\biological\biological_136.jpg,.jpg,9.8271484375,300,168,1.7857142857142858,RGB,JPEG,154.94541666666666,75.50661068696046,2967.8136851847917,False,,7aecdf2ee8551eb638b6e8c6208d4f34,195.27404761904762,161.62714285714284,107.93505952380953
train,biological,biological_137.jpg,..\data\split\train\biological\biological_137.jpg,.jpg,9.4208984375,300,168,1.7857142857142858,RGB,JPEG,54.252506613756616,54.39340484295876,2068.6636704443818,False,,c16439e2e291c78fc7ebca478ebd263c,72.46962301587301,65.7649007936508,24.522996031746032
train,biological,biological_138.jpg,..\data\split\train\biological\biological_138.jpg,.jpg,6.8037109375,259,195,1.3282051282051281,RGB,JPEG,176.4937332937333,82.73961275665937,2358.479650871216,False,,6c37d333e7878e8f92aa3140999c91b2,201.8133056133056,175.43734283734284,152.23055143055143
train,biological,biological_139.jpg,..\data\split\train\biological\biological_139.jpg,.jpg,8.294921875,300,168,1.7857142857142858,RGB,JPEG,130.78400132275132,59.758392002105,2142.9772574814187,False,,3086ad890e63305f1073e2152294d486,129.13900793650794,129.73267857142858,133.48031746031745
train,biological,biological_14.jpg,..\data\split\train\biological\biological_14.jpg,.jpg,10.896484375,225,225,1.0,RGB,JPEG,148.36076378600822,48.60337263383797,4312.237736862454,False,,2691ce7007a6d41517427981f10e77fb,174.45307654320987,145.4792888888889,125.14992592592593
train,biological,biological_140.jpg,..\data\split\train\biological\biological_140.jpg,.jpg,13.1845703125,300,168,1.7857142857142858,RGB,JPEG,102.61387566137566,70.66598978079078,4648.6920401864445,False,,c00e5f3a5e81e749d53ec696e5685b37,168.03299603174602,93.20095238095239,46.60767857142857
train,biological,biological_142.jpg,..\data\split\train\biological\biological_142.jpg,.jpg,9.849609375,246,205,1.2,RGB,JPEG,120.9918566990548,65.33957628026616,3239.554069814193,False,,f92f095f8cb374ee6daeb8b479bd7f10,162.4928019036288,121.38203450327187,79.10073369026374
train,biological,biological_143.jpg,..\data\split\train\biological\biological_143.jpg,.jpg,11.55078125,225,225,1.0,RGB,JPEG,114.48443127572017,53.27938999995296,4716.280835589698,False,,4c8b1b8fa45b38d77db7d7bba145324c,143.08262716049381,108.28963950617283,92.08102716049383
train,biological,biological_144.jpg,..\data\split\train\biological\biological_144.jpg,.jpg,4.9794921875,275,183,1.5027322404371584,RGB,JPEG,227.61133962576585,66.59557303094172,1677.479718836998,False,,81476d662fbe4cd78d71b1f8440d7840,248.07427719821163,233.19387978142078,201.56586189766517
train,biological,biological_145.jpg,..\data\split\train\biological\biological_145.jpg,.jpg,11.1474609375,281,179,1.5698324022346368,RGB,JPEG,161.74576698012552,78.33069991009226,5488.407941958805,False,,c997cd9bafe779193bbe1cd02b778a1b,172.94312014155352,164.2876200322074,148.00656076661565
train,biological,biological_147.jpg,..\data\split\train\biological\biological_147.jpg,.jpg,7.326171875,300,168,1.7857142857142858,RGB,JPEG,102.84780423280424,79.2512255038107,1125.2046120838845,False,,4b34ac32562678e629e1e0a9b690261b,161.69466269841269,104.1610119047619,42.687738095238096
train,biological,biological_148.jpg,..\data\split\train\biological\biological_148.jpg,.jpg,5.537109375,180,280,0.6428571428571429,RGB,JPEG,56.584940476190475,45.580205713010685,500.53645955530357,False,,b0e55e48ac14e28e46a6877f0784860b,68.98640873015873,50.13585317460318,50.632559523809526
train,biological,biological_149.jpg,..\data\split\train\biological\biological_149.jpg,.jpg,7.1044921875,259,194,1.3350515463917525,RGB,JPEG,117.3798444984012,84.6116831645503,1468.694914389036,False,,a7993d39bac5327846724ae0fbca77ad,118.42885005771603,129.59483341957568,104.11585001791187
train,biological,biological_15.jpg,..\data\split\train\biological\biological_15.jpg,.jpg,11.0,282,159,1.7735849056603774,RGB,JPEG,125.88024294868936,71.9772464923513,3645.782458193892,False,,6b21d0d0bc0d2066e05b4008bc83ea08,154.34316874080022,119.52027298273785,103.77728712253
train,biological,biological_150.jpg,..\data\split\train\biological\biological_150.jpg,.jpg,7.1845703125,275,183,1.5027322404371584,RGB,JPEG,134.4934459347574,64.69787987233568,1284.6697493637603,False,,b00b9b2c8bfc8f0ef911b2b34fc28e58,158.7153700943865,127.56431197218082,117.20065573770492
train,biological,biological_152.jpg,..\data\split\train\biological\biological_152.jpg,.jpg,10.146484375,276,183,1.5081967213114753,RGB,JPEG,92.23406853039782,61.982667483910845,2857.5637741262326,False,,fb741ae9304f46105dcf33a6074ef391,133.13067236873366,87.29735883424408,56.27417438821573
train,biological,biological_153.jpg,..\data\split\train\biological\biological_153.jpg,.jpg,9.1962890625,288,175,1.6457142857142857,RGB,JPEG,71.19117063492064,65.11589998841735,1406.6260345663266,False,,ae2b5bd87cea666b6a53f10129536955,80.10299603174603,90.98640873015873,42.48410714285714
train,biological,biological_154.jpg,..\data\split\train\biological\biological_154.jpg,.jpg,5.154296875,300,168,1.7857142857142858,RGB,JPEG,193.08373677248676,47.855988966396616,1269.9151473922902,False,,8ad58f8059ffa64ddc4ae1e04c388189,211.0479761904762,197.90732142857144,170.2959126984127
train,biological,biological_156.jpg,..\data\split\train\biological\biological_156.jpg,.jpg,8.2275390625,299,168,1.7797619047619047,RGB,JPEG,132.95885756755322,60.86522773350811,2733.5778770499146,False,,7fa9e27dc5a7261b22d781ff2945058f,156.8985308170091,129.51807612677177,112.45996575887881
train,biological,biological_158.jpg,..\data\split\train\biological\biological_158.jpg,.jpg,6.4404296875,275,183,1.5027322404371584,RGB,JPEG,162.1544229177016,79.20338306295989,2624.7215261333868,False,,a3c6812968ad42211c210a0529e19423,168.96973671137604,158.34853452558372,159.14499751614505
train,biological,biological_159.jpg,..\data\split\train\biological\biological_159.jpg,.jpg,8.1416015625,275,183,1.5027322404371584,RGB,JPEG,179.5984699453552,72.27853640339599,2310.753701937308,False,,5767afca7ba0137e1d1da6b639915d8b,225.35598609041233,169.05200198708394,144.3874217585693
train,biological,biological_16.jpg,..\data\split\train\biological\biological_16.jpg,.jpg,12.5859375,259,194,1.3350515463917525,RGB,JPEG,122.19294404861415,71.46083654048556,4305.991798481075,False,,cade7fb5337e217f7b7dd907a291162e,155.67659117143654,139.77735541137602,71.12488556302989
train,biological,biological_160.jpg,..\data\split\train\biological\biological_160.jpg,.jpg,9.74609375,191,264,0.7234848484848485,RGB,JPEG,96.64906261568565,61.39367672768224,2608.253689680886,False,,28db311599d96f985f8ed8724eb71d08,114.93707361573854,103.87981913374584,71.13029509757258
train,biological,biological_161.jpg,..\data\split\train\biological\biological_161.jpg,.jpg,6.0791015625,259,194,1.3350515463917525,RGB,JPEG,87.23406174952567,61.768678311559064,860.4324307799328,False,,5627615d7b35f81a3113e72f9cd4a335,99.48063527444971,94.20517056084067,68.01637941328663
train,biological,biological_162.jpg,..\data\split\train\biological\biological_162.jpg,.jpg,9.9443359375,260,194,1.3402061855670102,RGB,JPEG,186.30555114988104,79.37395083872818,2521.6849434221513,False,,233c375cdd1e75035ced6d732e72476d,226.94302141157812,187.33786677240286,144.63576526566217
train,biological,biological_164.jpg,..\data\split\train\biological\biological_164.jpg,.jpg,10.7392578125,260,194,1.3402061855670102,RGB,JPEG,105.99139571768438,65.81723059323765,2968.2899909468365,False,,aa8735a2ae58fa0b1092b376e2e92068,135.72906423473432,117.42644726407613,64.81867565424267
train,biological,biological_165.jpg,..\data\split\train\biological\biological_165.jpg,.jpg,6.087890625,275,183,1.5027322404371584,RGB,JPEG,26.396847160125848,46.36570722441237,2204.0963095018005,False,,d819d54ffc93e4c2b1a3468d7c437564,35.40214605067064,24.836840536512668,18.95155489319424
train,biological,biological_166.jpg,..\data\split\train\biological\biological_166.jpg,.jpg,9.4375,260,194,1.3402061855670102,RGB,JPEG,125.6453013481364,64.0674695197896,3445.404533679749,False,,641f6f28bcaebdefbe5b409eab4daeb0,145.41645519429025,125.86038858049167,105.65906026962728
train,biological,biological_167.jpg,..\data\split\train\biological\biological_167.jpg,.jpg,6.1767578125,290,174,1.6666666666666667,RGB,JPEG,146.67134363852557,85.3503193669699,1735.208962081156,False,,b19c9b6bf2df4071f0ebbce3d1cbd350,194.39181529924693,140.2333531510107,105.38886246531906
train,biological,biological_168.jpg,..\data\split\train\biological\biological_168.jpg,.jpg,7.3154296875,337,150,2.2466666666666666,RGB,JPEG,135.8155951203429,79.98321824137577,3077.695615184895,False,,19ece7f4938ead80baa29def7dd6e54e,141.44265084075172,135.20876360039566,130.7953709198813
train,biological,biological_169.jpg,..\data\split\train\biological\biological_169.jpg,.jpg,2.7255859375,275,183,1.5027322404371584,RGB,JPEG,237.04466302367942,49.01874940529077,1671.563479942125,False,,528fae3f1c24126516393b98460cf7ee,242.83091902632887,236.65158469945357,231.65148534525585
train,biological,biological_17.jpg,..\data\split\train\biological\biological_17.jpg,.jpg,13.5205078125,438,115,3.8086956521739133,RGB,JPEG,80.88666534312752,59.24956885168329,5049.998437486365,False,,82490eae49de7440fb439ad21d8ba4b9,102.0553901131626,90.75574746873139,49.84885844748858
train,biological,biological_170.jpg,..\data\split\train\biological\biological_170.jpg,.jpg,7.5185546875,259,194,1.3350515463917525,RGB,JPEG,108.77837041754567,51.376961940920545,1474.5474891531915,False,,0fa185bdc369ceab9263f2041287b6ea,114.33536997969988,138.38026907614537,73.61947219679179
train,biological,biological_172.jpg,..\data\split\train\biological\biological_172.jpg,.jpg,5.462890625,275,183,1.5027322404371584,RGB,JPEG,198.42165259148865,40.90610600281841,1614.48941583394,False,,96bf20387737f014d8948416ee8f8afc,220.92049677098856,200.8947441629409,173.44971684053652
train,biological,biological_173.jpg,..\data\split\train\biological\biological_173.jpg,.jpg,5.9736328125,275,183,1.5027322404371584,RGB,JPEG,70.15102500413975,40.07384799906003,963.4835008707682,False,,fd82d8b1882acc4e153c9292a62703f4,80.81931445603577,70.32443119721809,59.309329359165424
train,biological,biological_174.jpg,..\data\split\train\biological\biological_174.jpg,.jpg,17.416015625,275,183,1.5027322404371584,RGB,JPEG,119.79573439311145,71.97095335293639,4194.295072372351,False,,5ef36f29a5729c4406c6d450fa82e0ad,153.1092697466468,119.91934426229508,86.35858917039245
train,biological,biological_175.jpg,..\data\split\train\biological\biological_175.jpg,.jpg,4.2548828125,275,183,1.5027322404371584,RGB,JPEG,201.05800298062593,74.65791762079502,1709.50859612183,False,,77b95f7aa148c9bfc9a55f189bed48ea,204.0446299056135,205.72627918529557,193.40309985096872
train,biological,biological_177.jpg,..\data\split\train\biological\biological_177.jpg,.jpg,14.4345703125,275,183,1.5027322404371584,RGB,JPEG,88.09477728100678,57.259619477704234,5558.707550950022,False,,25bf58e2320e8a70cc45acc7a973e460,97.68701440635867,94.50004967709886,72.09726775956284
train,biological,biological_179.jpg,..\data\split\train\biological\biological_179.jpg,.jpg,11.240234375,275,183,1.5027322404371584,RGB,JPEG,143.63670144063587,75.83251826149888,3919.9205952115017,False,,51a08bc6cf553d556b5ee89558c0f9e7,181.07552906110283,140.9463686040735,108.88820665673124
train,biological,biological_18.jpg,..\data\split\train\biological\biological_18.jpg,.jpg,11.57421875,275,183,1.5027322404371584,RGB,JPEG,116.39232323232324,74.16961417040869,3739.8001272250985,False,,c7ad29e9d7bbc878467e0870f53aba12,121.08131147540983,131.57949329359167,96.5161649279682
train,biological,biological_180.jpg,..\data\split\train\biological\biological_180.jpg,.jpg,102.0673828125,800,600,1.3333333333333333,RGB,JPEG,89.01788125,60.747417792490076,2418.6817429265225,False,,ca7df9e1f8f610c3d71b0e5d68523e62,95.83994375,88.56748541666667,82.64621458333333
train,biological,biological_182.jpg,..\data\split\train\biological\biological_182.jpg,.jpg,4.7197265625,275,183,1.5027322404371584,RGB,JPEG,122.902579897334,53.89186692857645,627.6140490029907,False,,25dfa5e1ef311e0da91c0051a00652b5,175.54068554396423,118.14293094883259,75.02412319920516
train,biological,biological_183.jpg,..\data\split\train\biological\biological_183.jpg,.jpg,8.265625,299,169,1.7692307692307692,RGB,JPEG,120.77621657992124,76.56946569961856,1728.7730566527648,False,,734991ea100dfa8306bd4cd72e916dc8,181.93413943915616,103.7837169262433,76.61079337436425
train,biological,biological_184.jpg,..\data\split\train\biological\biological_184.jpg,.jpg,6.7822265625,200,150,1.3333333333333333,RGB,JPEG,115.05284444444445,66.87261843500357,2358.530875998889,False,,0cef8113397f98be40f0873e72a97e16,122.19563333333333,116.75906666666667,106.20383333333334
train,biological,biological_19.jpg,..\data\split\train\biological\biological_19.jpg,.jpg,4.0302734375,299,168,1.7797619047619047,RGB,JPEG,220.14340792058184,64.46175654056427,2112.6833027159614,False,,c1f236cf4bf70e17f7fbac36298f769e,233.05747332377769,220.52279423475076,206.84995620321706
train,biological,biological_190.jpg,..\data\split\train\biological\biological_190.jpg,.jpg,7.1904296875,299,168,1.7797619047619047,RGB,JPEG,123.65028932420236,65.18952304385343,1508.6173469478908,False,,4ef57915cd8fbd3e4c1bb97d8cbde643,147.0104116897595,126.57116977225672,97.36928651059085
train,biological,biological_192.jpg,..\data\split\train\biological\biological_192.jpg,.jpg,13.453125,259,194,1.3350515463917525,RGB,JPEG,95.87060329843835,68.07165935110383,4779.150263130664,False,,a6913d6ac7e9cc94d24f4c1be0474e04,142.61105361620827,93.53343549735303,51.46732078175377
train,biological,biological_193.jpg,..\data\split\train\biological\biological_193.jpg,.jpg,7.0107421875,288,175,1.6457142857142857,RGB,JPEG,175.8137103174603,88.32876971509165,2870.012329333192,False,,399c2c264b0a3fe39c094015fdacf8d6,222.42873015873016,157.5169642857143,147.49543650793652
train,biological,biological_196.jpg,..\data\split\train\biological\biological_196.jpg,.jpg,7.0361328125,299,168,1.7797619047619047,RGB,JPEG,108.72104767213463,55.59693464918684,1219.7662955492658,False,,436badae12a147795a5fbf4dfa8bba49,124.67548574613792,115.07182672400064,86.41583054626533
train,biological,biological_197.jpg,..\data\split\train\biological\biological_197.jpg,.jpg,12.4111328125,275,183,1.5027322404371584,RGB,JPEG,117.58353369763206,54.06589567166242,4706.462357121236,False,,dfb2e9318b9a71be286fa286bb6a08a5,110.50050670640834,153.99833084947838,88.25176353700944
train,biological,biological_198.jpg,..\data\split\train\biological\biological_198.jpg,.jpg,9.283203125,299,168,1.7797619047619047,RGB,JPEG,78.07508493921537,58.59993054146767,2893.5942402154465,False,,e1fc6f67a5a902e9b219f2f6266b4298,107.5515010351967,76.98154562828476,49.692208154164675
train,biological,biological_199.jpg,..\data\split\train\biological\biological_199.jpg,.jpg,7.38671875,275,183,1.5027322404371584,RGB,JPEG,205.05538665341945,69.86912321559318,3472.6666202109527,False,,68180d61260fbd491c94544803ce0c1c,238.82448087431695,207.85861897665177,168.48306010928962
train,biological,biological_2.jpg,..\data\split\train\biological\biological_2.jpg,.jpg,11.732421875,259,194,1.3350515463917525,RGB,JPEG,132.70765168703312,55.41593642023071,4700.104147583936,False,,ee7948a1d777201f32bc27eb82a9513b,172.0283604665048,131.61642717828286,94.47816741631175
train,biological,biological_200.jpg,..\data\split\train\biological\biological_200.jpg,.jpg,6.0234375,275,183,1.5027322404371584,RGB,JPEG,213.09262460672298,65.76895026223082,3435.3173642358947,False,,5d5694834f2368cd38155ebe5175a881,225.600695479384,213.90245404868355,199.77472429210135
train,biological,biological_201.jpg,..\data\split\train\biological\biological_201.jpg,.jpg,12.1357421875,276,183,1.5081967213114753,RGB,JPEG,97.43028167155038,74.2430213349359,3818.5978478128436,False,,91cf14de5397e4d79a832aae1fe4c8f1,139.98465589609566,92.11087352498615,60.19531559356933
train,biological,biological_202.jpg,..\data\split\train\biological\biological_202.jpg,.jpg,7.5654296875,250,202,1.2376237623762376,RGB,JPEG,126.81548514851485,70.48800183800407,2458.2207192153705,False,,6d6e64c3bb23fe30bc4ebb6804ba5560,93.91443564356436,132.3670693069307,154.1649504950495
train,biological,biological_203.jpg,..\data\split\train\biological\biological_203.jpg,.jpg,10.8583984375,275,183,1.5027322404371584,RGB,JPEG,97.94887232985593,65.97540035145764,3141.0556673031156,False,,31c38cf2d9d9a9d851808df33cbda0fd,114.97398907103825,124.35364133134625,54.518986587183306
train,biological,biological_204.jpg,..\data\split\train\biological\biological_204.jpg,.jpg,10.2490234375,168,299,0.5618729096989966,RGB,JPEG,95.82596087487391,69.70616898951435,3276.9914149120505,False,,3db798fa9d50f073d75dd3c58f5711ec,110.40727026596592,93.65438365981844,83.4162286988374
train,biological,biological_205.jpg,..\data\split\train\biological\biological_205.jpg,.jpg,8.6865234375,264,191,1.382198952879581,RGB,JPEG,184.65850256491618,70.33601187516058,5139.7843323788,False,,fdfce9e682bf78101871d2fe7a02f7fd,213.65794066317628,185.11637315564016,155.2011938759321
train,biological,biological_206.jpg,..\data\split\train\biological\biological_206.jpg,.jpg,6.5068359375,289,174,1.660919540229885,RGB,JPEG,192.95678054859536,78.64897544493554,3059.3328209292013,False,,228130090b46b31109265f252b388d6a,230.2237203197709,194.069661536014,154.57695979000118
train,biological,biological_207.jpg,..\data\split\train\biological\biological_207.jpg,.jpg,8.076171875,259,194,1.3350515463917525,RGB,JPEG,141.34615690801257,66.24494141134619,2014.8744169851784,False,,d8e880d3ab7ffbdb6f91f7f0cc46648a,145.90355451180193,146.3001233929069,131.8347928193289
train,biological,biological_210.jpg,..\data\split\train\biological\biological_210.jpg,.jpg,6.734375,275,183,1.5027322404371584,RGB,JPEG,78.60447093889717,52.95442412887808,1094.1484679534344,False,,ffb57551802914536afb3f29f7b975f1,78.50607054148038,83.09430700447093,74.21303527074019
train,biological,biological_211.jpg,..\data\split\train\biological\biological_211.jpg,.jpg,10.416015625,275,183,1.5027322404371584,RGB,JPEG,102.37706905116741,59.849369246956314,3083.940475276327,False,,03dc69c4c37009c45f638335f5a34d16,114.28767014406358,132.010173869846,60.83336313959265
train,biological,biological_212.jpg,..\data\split\train\biological\biological_212.jpg,.jpg,6.6904296875,271,186,1.456989247311828,RGB,JPEG,127.11949635625389,64.61514570278584,1241.4836059345557,False,,2d4670abc2411304a1e2ce3d0a99959a,182.6761099869063,122.73886045312067,75.94351862873468
train,biological,biological_213.jpg,..\data\split\train\biological\biological_213.jpg,.jpg,6.923828125,183,275,0.6654545454545454,RGB,JPEG,188.23605895015731,53.86118395999984,2071.5274503798832,False,,b2723c5af3336542a044c19491a95c1d,194.890173869846,192.49359165424738,177.32441132637854
train,biological,biological_217.jpg,..\data\split\train\biological\biological_217.jpg,.jpg,10.0625,234,216,1.0833333333333333,RGB,JPEG,168.792596549541,64.47728886243472,1190.374761802964,False,,69062347746a445cdec16bb913582997,220.61210034821147,169.32933681544793,116.43635248496359
train,biological,biological_218.jpg,..\data\split\train\biological\biological_218.jpg,.jpg,4.94921875,311,162,1.9197530864197532,RGB,JPEG,173.6196789858812,56.40618042302234,1609.265098821101,False,,5c0d5fb14134ba533332b1d048fff599,200.14342423881544,175.90246516613075,144.8131475526974
train,biological,biological_219.jpg,..\data\split\train\biological\biological_219.jpg,.jpg,8.748046875,218,232,0.9396551724137931,RGB,JPEG,148.9720354845513,57.90838897721576,2413.728846433471,False,,029d2eb62fd8674ed01b33631573c684,157.78982125909522,148.65774280291046,140.4685423916482
